Transaction_ID,Transaction_Flag,Transaction_Date,Transaction_Type,Transaction_Amount,Bank_ID,CC_ID,Card_Type,Card_Holder,Channel_ID,Merchant_ID,Country_ID,City_ID,EDC_Type,EDC_Location,EDC_Owner,Average_Transaction_Amount,Maximum_Transaction_Amount,Minimum_Transaction_Amount,Average_Transaction_Frequency,Fraud_Status
TX04229,FALSE,2018-06-26 05:34:13,T02,173000,1,CCID3721,CC00,2,2,M0080,CTY06,CTY06-181,EDC3898,LEDC4695,OEDC1371,715256.87,21000000,24300,1.64,0
TX04230,FALSE,2018-06-26 05:34:13,T02,45000,1,CCID5207,CC00,2,2,M0087,CTY06,CTY06-181,EDC4385,LEDC4536,OEDC1153,645719.54,8000000,23000,2.9,0
TX04233,FALSE,2018-06-26 06:14:01,T06,5813439,1,CCID0168,CC10,1,3,M0001,CTY08,CTY08-008,EDC0002,LEDC5167,OEDC1467,1590341.47,2500000,100000,2.28,0
TX04235,FALSE,2018-06-26 06:14:01,T06,9604902,1,CCID3435,CC11,1,5,M0001,CTY08,CTY08-001,EDC0002,LEDC5176,OEDC0441,1162814.22,10100000,25000,2.08,1
TX04236,FALSE,2018-06-26 06:14:01,T13,4700000,1,CCID3689,CC08,2,1,M0001,CTY06,CTY06-004,EDC1998,LEDC3805,OEDC0377,2394409.09,75000000,100000,1.89,0
TX04237,FALSE,2018-06-26 06:23:23,T02,711000,1,CCID5129,CC08,2,2,M0823,CTY06,CTY06-023,EDC5254,LEDC4381,OEDC1270,2020226.14,30000000,26000,3.03,0
TX04238,FALSE,2018-06-26 06:32:45,T01,150000,1,CCID4956,CC08,2,1,M0001,CTY06,CTY06-023,EDC1708,LEDC1045,OEDC0377,780391.38,4300000,25000,1.63,0
TX04239,FALSE,2018-06-26 06:32:45,T01,200000,1,CCID3646,CC08,2,1,M0001,CTY06,CTY06-142,EDC1698,LEDC0989,OEDC0377,1005666.71,28000000,21300,3.64,0
TX04240,FALSE,2018-06-26 06:32:45,T04,50000,1,CCID7244,CC08,2,1,M0001,CTY06,CTY06-083,EDC1492,LEDC0710,OEDC0377,504757.7,2500000,28000,1.45,0
TX04242,FALSE,2018-06-26 06:39:47,T15,2500000,1,CCID5830,CC09,2,1,M0001,CTY06,CTY06-023,EDC0373,LEDC2367,OEDC0377,1345000,6666184,30000,5.97,0
TX04245,FALSE,2018-06-26 08:48:34,T10,2200000,1,CCID0460,CC09,2,1,M0001,CTY06,CTY06-083,EDC0658,LEDC3380,OEDC0377,1403485.71,20000000,25000,3.64,0
TX04247,FALSE,2018-06-26 08:48:34,T08,600000,1,CCID4459,CC00,2,1,M0001,CTY06,CTY06-023,EDC0956,LEDC3268,OEDC0377,1574712.42,2500000,100000,3.28,0
TX04248,FALSE,2018-06-26 09:28:23,T15,1250000,1,CCID7003,CC08,2,1,M0001,CTY06,CTY06-023,EDC0798,LEDC3510,OEDC0377,3966382.51,54659000,34000,6.3,0
TX04249,FALSE,2018-06-26 09:49:27,T08,3160000,1,CCID6145,CC02,2,1,M0001,CTY06,CTY06-023,EDC5094,LEDC5487,OEDC0377,3030391.64,20000000,237000,3.05,0
TX04250,FALSE,2018-06-26 09:49:27,T08,1000000,1,CCID6818,CC09,2,1,M0001,CTY06,CTY06-023,EDC5281,LEDC3267,OEDC0377,647260,4150000,45000,1.63,0
TX04252,FALSE,2018-06-26 10:01:10,T02,89850,1,CCID7695,CC11,2,2,M1015,CTY06,CTY06-023,EDC1025,LEDC5161,OEDC0496,495585.66,1500000,50000,1.29,0
TX04253,FALSE,2018-06-26 10:22:14,T01,2000000,1,CCID6227,CC02,2,1,M0001,CTY06,CTY06-058,EDC2841,LEDC5261,OEDC0377,2178594.92,15000000,35000,1.6,0
TX04254,FALSE,2018-06-26 10:22:14,T15,200000,1,CCID5688,CC11,2,1,M0001,CTY06,CTY06-023,EDC3758,LEDC2760,OEDC0377,1229108,10000000,13462,1.82,0
TX04255,FALSE,2018-06-26 10:22:14,T01,200000,1,CCID3717,CC11,2,1,M0001,CTY06,CTY06-004,EDC3555,LEDC2500,OEDC0377,687550.79,2500000,80000,1.48,0
TX04256,FALSE,2018-06-26 10:22:14,T15,1250000,1,CCID7473,CC00,2,1,M0001,CTY06,CTY06-075,EDC3546,LEDC2456,OEDC0377,429110.1,1250000,25000,1.86,0
TX04257,FALSE,2018-06-26 10:26:55,T01,1250000,1,CCID3141,CC00,2,1,M0001,CTY06,CTY06-133,EDC3597,LEDC2645,OEDC0377,740672.84,21000000,25000,3.05,1
TX04258,FALSE,2018-06-26 10:31:36,T13,200000,1,CCID5963,CC09,2,1,M0001,CTY06,CTY06-023,EDC2027,LEDC3821,OEDC0377,413877.29,2500000,50000,1.71,0
TX04259,FALSE,2018-06-26 10:36:17,T14,200000,1,CCID3931,CC09,2,1,M0001,CTY06,CTY06-023,EDC4530,LEDC5762,OEDC0377,462396.93,4000000,26500,2.28,0
TX04260,FALSE,2018-06-26 10:36:17,T08,196129,1,CCID2694,CC00,2,1,M0001,CTY06,CTY06-023,EDC0800,LEDC3542,OEDC0377,1136907.29,10000000,100000,2.47,0
TX04262,FALSE,2018-06-26 13:01:29,T01,550000,1,CCID4495,CC11,2,1,M0001,CTY06,CTY06-133,EDC4167,LEDC2892,OEDC0377,102727.27,243000,50000,1.38,1
TX04263,FALSE,2018-06-26 13:01:29,T01,1000000,1,CCID6847,CC10,2,1,M0001,CTY06,CTY06-133,EDC4195,LEDC2932,OEDC0377,835123.61,2500000,60000,2.14,0
TX04264,FALSE,2018-06-26 13:03:49,T15,100000,1,CCID1140,CC11,2,1,M0001,CTY06,CTY06-169,EDC4305,LEDC5664,OEDC0377,246257.41,4800000,21600,1.98,0
TX04266,FALSE,2018-06-26 13:55:20,T15,1250000,1,CCID1833,CC08,2,1,M0001,CTY06,CTY06-005,EDC3518,LEDC2587,OEDC0377,1720652.64,8500000,47500,2.42,0
TX04267,FALSE,2018-06-26 13:55:20,T15,1000000,1,CCID0839,CC08,2,1,M0001,CTY06,CTY06-023,EDC3485,LEDC2396,OEDC0377,4143191.19,50000000,100000,1.67,0
TX04270,FALSE,2018-06-26 16:32:14,T02,1350000,1,CCID2376,CC08,2,2,M0382,CTY06,CTY06-023,EDC2249,LEDC4841,OEDC0470,2302465.43,30000000,101500,2.64,0
TX04271,FALSE,2018-06-26 16:48:37,T08,33000,1,CCID0536,CC10,2,1,M0001,CTY06,CTY06-023,EDC4641,LEDC5285,OEDC0377,584375,2500000,15000,2.56,0
TX04273,FALSE,2018-06-26 17:00:20,T15,500000,1,CCID1211,CC11,2,1,M0001,CTY06,CTY06-023,EDC1001,LEDC0191,OEDC0377,554372.64,2500000,25000,1.6,0
TX04274,FALSE,2018-06-26 18:17:36,T06,2000000,1,CCID3037,CC09,1,5,M0001,CTY06,CTY06-023,EDC0002,LEDC5198,OEDC1285,731774.1,2500000,50000,1.39,0
TX04275,FALSE,2018-06-26 18:17:36,T15,2500000,1,CCID3836,CC09,2,1,M0001,CTY06,CTY06-023,EDC1825,LEDC1177,OEDC0377,1590341.47,2500000,250000,2.8,0
TX04276,FALSE,2018-06-26 18:29:19,T14,1500000,1,CCID0966,CC00,2,1,M0001,CTY06,CTY06-133,EDC1910,LEDC1252,OEDC0377,1246000,2500000,100000,1.63,0
TX04278,FALSE,2018-06-26 20:07:40,T02,392700,1,CCID1994,CC08,2,2,M0156,CTY06,CTY06-140,EDC2274,LEDC4088,OEDC1113,633376.23,5800000,13500,1.59,0
TX04279,FALSE,2018-06-26 20:07:40,T02,600000,1,CCID2184,CC08,2,2,M0419,CTY06,CTY06-023,EDC2656,LEDC4098,OEDC1112,1787738.61,19000000,34500,4.26,0
TX04280,FALSE,2018-06-26 20:12:21,T13,900000,1,CCID4072,CC05,2,1,M0001,CTY06,CTY06-181,EDC3268,LEDC3899,OEDC0377,1316323.92,9000000,22500,2.9,0
TX04281,FALSE,2018-06-26 20:14:41,T03,1470000,1,CCID6386,CC08,2,1,M0001,CTY06,CTY06-023,EDC3766,LEDC2699,OEDC0377,4372308.1,33980000,36700,2.15,0
TX04282,FALSE,2018-06-26 20:38:06,T03,138274,1,CCID0308,CC08,2,1,M0001,CTY06,CTY06-004,EDC0388,LEDC2815,OEDC0377,8249704.19,75000000,63000,2.35,0
TX04284,FALSE,2018-06-26 20:38:06,T04,20000,1,CCID0159,CC00,2,1,M0001,CTY06,CTY06-181,EDC0697,LEDC3425,OEDC0377,337569.85,1300000,21300,1.69,0
TX04285,FALSE,2018-06-26 20:42:47,T15,700000,1,CCID3528,CC11,2,1,M0001,CTY06,CTY06-023,EDC1116,LEDC0345,OEDC0377,922767.4,4200000,100000,1.19,0
TX04286,FALSE,2018-06-26 21:06:12,T01,2500000,1,CCID5339,CC11,2,1,M0001,CTY06,CTY06-023,EDC5290,LEDC5326,OEDC0377,1154270.86,8000000,50000,2.16,1
TX04287,FALSE,2018-06-26 21:06:12,T01,2500000,1,CCID5087,CC11,2,1,M0001,CTY06,CTY06-037,EDC5112,LEDC5544,OEDC0377,3370002.6,18640000,76000,4.33,0
TX04290,FALSE,2018-06-26 21:24:56,T01,750000,1,CCID2857,CC09,2,1,M0001,CTY06,CTY06-031,EDC4466,LEDC3010,OEDC0377,427150.84,3000000,10000,1.63,0
TX04291,FALSE,2018-06-26 21:24:56,T01,1000000,1,CCID6416,CC02,2,1,M0001,CTY06,CTY06-023,EDC4372,LEDC3016,OEDC0377,512797.4,3000000,29500,1.6,0
TX04293,FALSE,2018-06-26 21:29:37,T08,3950000,1,CCID5747,CC10,2,1,M0001,CTY06,CTY06-133,EDC0056,LEDC1899,OEDC0377,1587636.36,9500000,25000,2.65,0
TX04294,FALSE,2018-06-26 21:29:37,T08,3285000,1,CCID1504,CC00,2,1,M0001,CTY06,CTY06-133,EDC2677,LEDC1805,OEDC0377,708253.33,8852331,32900,2.65,0
TX04295,FALSE,2018-06-26 21:46:01,T02,150000,1,CCID0330,CC11,2,2,M0055,CTY06,CTY06-140,EDC4490,LEDC4448,OEDC1458,1349631.65,16700000,20000,3.75,0
TX04296,FALSE,2018-06-26 21:46:01,T02,141000,1,CCID7302,CC11,2,2,M0138,CTY06,CTY06-023,EDC4279,LEDC4424,OEDC1433,1341598.14,35209800,25000,2.26,0
TX04297,FALSE,2018-06-26 21:50:42,T02,285000,1,CCID2414,CC08,2,2,M0460,CTY06,CTY06-133,EDC4920,LEDC4948,OEDC0170,1417044.91,11440017,26500,2.36,0
TX04299,FALSE,2018-06-26 22:00:04,T08,3600000,1,CCID7462,CC08,2,1,M0001,CTY06,CTY06-023,EDC0833,LEDC3532,OEDC0377,2842247.86,9952000,100000,2.39,0
TX04300,FALSE,2018-06-26 22:00:04,T14,57000,1,CCID7327,CC09,2,1,M0001,CTY06,CTY06-133,EDC3985,LEDC5551,OEDC0377,511114.46,2500000,25000,1.38,0
TX04301,FALSE,2018-06-26 22:09:26,T01,1500000,1,CCID0733,CC00,2,1,M0001,CTY06,CTY06-023,EDC3765,LEDC2646,OEDC0377,1053697.21,4700000,100000,2.04,0
TX04302,FALSE,2018-06-26 22:09:26,T15,2500000,1,CCID3978,CC00,2,1,M0001,CTY06,CTY06-083,EDC0879,LEDC3572,OEDC0377,2422589.53,10000000,100000,3.57,0
TX04303,FALSE,2018-06-26 22:09:26,T15,2000000,1,CCID7356,CC00,2,1,M0001,CTY06,CTY06-023,EDC2364,LEDC1648,OEDC0377,1229591.84,10000000,20000,2.24,0
TX04306,FALSE,2018-06-27 00:32:16,T08,450000,1,CCID7814,CC08,2,1,M0001,CTY06,CTY06-179,EDC0877,LEDC3574,OEDC0377,1589921.1,5500000,200000,2.63,0
TX04308,FALSE,2018-06-27 00:39:18,T15,1000000,1,CCID3661,CC11,2,1,M0001,CTY06,CTY06-195,EDC1103,LEDC0306,OEDC0377,1286198.55,10580000,75000,2.03,0
TX04309,FALSE,2018-06-27 00:53:21,T04,51500,1,CCID2078,CC08,2,1,M0001,CTY06,CTY06-073,EDC0233,LEDC0440,OEDC0377,892000,14200000,25000,2.24,0
TX04310,FALSE,2018-06-27 01:07:24,T02,203705,1,CCID2358,CC08,2,2,M0014,CTY06,CTY06-023,EDC4878,LEDC4792,OEDC1085,1850467.11,19000000,100000,3.05,0
TX04311,FALSE,2018-06-27 01:19:06,T01,2000000,1,CCID8646,CC08,2,1,M0001,CTY06,CTY06-119,EDC0359,LEDC2180,OEDC0377,3033697.87,66016393,20000,3.12,0
TX04312,FALSE,2018-06-27 01:21:27,T15,100000,1,CCID6186,CC11,2,1,M0001,CTY06,CTY06-181,EDC5179,LEDC5708,OEDC0377,2076251.92,6500000,30000,3.67,0
TX04313,FALSE,2018-06-27 01:23:47,T02,210701,1,CCID2864,CC00,2,2,M0547,CTY06,CTY06-035,EDC2874,LEDC4825,OEDC1572,700686.37,9735000,20500,2.16,0
TX04314,FALSE,2018-06-27 01:23:47,T02,85000,1,CCID1879,CC08,2,2,M0899,CTY06,CTY06-133,EDC3566,LEDC4937,OEDC1515,463364.52,2800000,47000,1.51,0
TX04315,FALSE,2018-06-27 01:42:31,T06,1000000,1,CCID8585,CC11,1,5,M0001,CTY06,CTY06-191,EDC0002,LEDC0045,OEDC0071,757224.14,10000000,25000,1.41,0
TX04316,FALSE,2018-06-27 01:51:53,T15,1100000,1,CCID0578,CC00,2,1,M0001,CTY06,CTY06-109,EDC2490,LEDC1747,OEDC0377,1386250,2500000,700000,1.6,1
TX04317,FALSE,2018-06-27 01:51:53,T15,1000000,1,CCID0801,CC00,2,1,M0001,CTY06,CTY06-023,EDC0616,LEDC3286,OEDC0377,1170404.87,5050500,50000,2.35,0
TX04318,FALSE,2018-06-27 03:58:20,T01,250000,1,CCID2425,CC11,2,1,M0001,CTY06,CTY06-023,EDC1155,LEDC0400,OEDC0377,1200537.86,10000000,35000,2.94,0
TX04319,FALSE,2018-06-27 03:58:20,T01,300000,1,CCID4555,CC11,2,1,M0001,CTY06,CTY06-023,EDC1155,LEDC0400,OEDC0377,1213030.25,10100000,50000,2.16,0
TX04320,FALSE,2018-06-27 04:00:41,T14,4500000,1,CCID7069,CC09,2,1,M0001,CTY06,CTY06-133,EDC0708,LEDC3692,OEDC0377,778604.44,6200000,21300,1.97,0
TX04321,FALSE,2018-06-27 04:10:03,T01,100000,1,CCID8351,CC11,2,1,M0001,CTY06,CTY06-140,EDC0165,LEDC1092,OEDC0377,203243.53,1200000,34900,1.85,0
TX04323,FALSE,2018-06-27 04:10:03,T15,100000,1,CCID0195,CC11,2,1,M0001,CTY06,CTY06-072,EDC0257,LEDC0232,OEDC0377,1228742.87,25000000,8099,3.55,0
TX04324,FALSE,2018-06-27 04:10:03,T01,350000,1,CCID2151,CC09,2,1,M0001,CTY06,CTY06-133,EDC0086,LEDC1659,OEDC0377,564100,2900000,35000,1.63,0
TX04325,FALSE,2018-06-27 04:10:03,T01,150000,1,CCID4513,CC11,2,1,M0001,CTY06,CTY06-023,EDC5116,LEDC5649,OEDC0377,330095.85,1525000,21200,2.09,0
TX04326,FALSE,2018-06-27 04:24:06,T06,300000,1,CCID2196,CC08,1,5,M0001,CTY06,CTY06-162,EDC0002,LEDC0150,OEDC0154,1758035.66,15000000,50000,2.17,0
TX04327,FALSE,2018-06-27 04:24:06,T13,100000,1,CCID0307,CC11,2,1,M0001,CTY06,CTY06-133,EDC3736,LEDC3926,OEDC0377,862448.81,5000000,36690,1.78,0
TX04328,FALSE,2018-06-27 04:47:31,T11,250000,1,CCID7352,CC08,2,2,M0405,CTY06,CTY06-075,EDC4560,LEDC4523,OEDC1629,241030,1500000,25000,1.64,0
TX04329,FALSE,2018-06-27 04:52:12,T01,500000,1,CCID2336,CC02,2,1,M0001,CTY06,CTY06-049,EDC2539,LEDC1791,OEDC0377,1843137.07,14000000,300000,4.1,0
TX04331,FALSE,2018-06-27 04:52:12,T15,500000,1,CCID2641,CC08,2,1,M0001,CTY06,CTY06-023,EDC0796,LEDC3499,OEDC0377,1465097.92,25000000,20000,2.11,0
TX04333,FALSE,2018-06-27 04:59:13,T15,200000,1,CCID4644,CC08,2,1,M0001,CTY06,CTY06-023,EDC2994,LEDC2304,OEDC0377,771791.83,6884408,30900,2.08,0
TX04334,FALSE,2018-06-27 05:13:16,T02,1920000,1,CCID2983,CC00,2,2,M0667,CTY06,CTY06-023,EDC2112,LEDC4124,OEDC0164,1574712.42,25000000,38100,10.59,0
TX04335,FALSE,2018-06-27 05:36:41,T14,819077,1,CCID8661,CC00,2,1,M0001,CTY06,CTY06-112,EDC3199,LEDC2555,OEDC0377,1062962.96,25000000,50000,2.57,0
TX04336,FALSE,2018-06-27 05:46:03,T15,150000,1,CCID0751,CC11,2,1,M0001,CTY06,CTY06-023,EDC2018,LEDC1407,OEDC0377,326720.37,1300000,15000,1.58,0
TX04338,FALSE,2018-06-27 05:55:25,T01,200000,1,CCID1894,CC00,2,1,M0001,CTY06,CTY06-023,EDC4076,LEDC5618,OEDC0377,497783.69,1500000,105000,1.33,0
TX04339,FALSE,2018-06-27 08:18:16,T15,500000,1,CCID1843,CC08,2,1,M0001,CTY06,CTY06-176,EDC1268,LEDC0443,OEDC0377,628449.25,10000000,25000,1.86,0
TX04340,FALSE,2018-06-27 08:18:16,T06,500000,1,CCID1014,CC08,1,5,M0001,CTY08,CTY08-003,EDC0002,LEDC5178,OEDC0441,1214214.37,30000000,21800,1.98,0
TX04341,FALSE,2018-06-27 08:25:17,T01,900000,1,CCID8045,CC10,2,1,M0001,CTY06,CTY06-046,EDC2824,LEDC2041,OEDC0377,959978.26,5000000,25000,3,0
TX04342,FALSE,2018-06-27 08:37:00,T15,2500000,1,CCID1430,CC11,2,1,M0001,CTY06,CTY06-181,EDC3881,LEDC5358,OEDC0377,2013530.49,10000000,25000,3.67,0
TX04343,FALSE,2018-06-27 08:37:00,T01,2500000,1,CCID3087,CC11,2,1,M0001,CTY06,CTY06-181,EDC4906,LEDC5378,OEDC0377,2508051.92,50000000,50000,4.28,0
TX04344,FALSE,2018-06-27 08:41:41,T06,500000,1,CCID5394,CC11,1,5,M0001,CTY06,CTY06-002,EDC0002,LEDC0129,OEDC0121,841147.99,10000000,44000,2.75,0
TX04345,FALSE,2018-06-27 08:53:23,T02,67600,1,CCID4206,CC00,2,2,M0532,CTY06,CTY06-133,EDC4324,LEDC4439,OEDC1639,215351.1,1034100,35300,1.43,0
TX04347,FALSE,2018-06-27 09:28:31,T08,500000,1,CCID1446,CC09,2,1,M0001,CTY06,CTY06-023,EDC3200,LEDC2241,OEDC0377,923663.07,7522000,25000,2.16,0
TX04348,FALSE,2018-06-27 09:30:51,T02,116000,1,CCID5961,CC09,2,2,M0012,CTY06,CTY06-004,EDC2144,LEDC5083,OEDC1239,501515.15,2000000,100000,1,0
TX04349,FALSE,2018-06-27 09:49:35,T08,145000,1,CCID3968,CC00,2,1,M0001,CTY06,CTY06-046,EDC1908,LEDC1237,OEDC0377,645719.54,2500000,105000,1.48,0
TX04351,FALSE,2018-06-27 09:49:35,T08,130000,1,CCID1205,CC09,2,1,M0001,CTY06,CTY06-023,EDC1870,LEDC1169,OEDC0377,623007.87,5000000,13000,2.63,0
TX04352,FALSE,2018-06-27 09:56:37,T01,1250000,1,CCID8182,CC00,2,1,M0001,CTY06,CTY06-023,EDC1258,LEDC0341,OEDC0377,1356481.95,6517000,100000,2.75,0
TX04353,FALSE,2018-06-27 09:56:37,T01,1500000,1,CCID5916,CC05,2,1,M0001,CTY06,CTY06-023,EDC1401,LEDC0676,OEDC0377,1425000,2500000,173455,1.44,0
TX04355,FALSE,2018-06-27 09:56:37,T15,700000,1,CCID5241,CC02,2,1,M0001,CTY06,CTY06-023,EDC1227,LEDC0496,OEDC0377,1934595.43,20000000,50000,1.74,0
TX04356,FALSE,2018-06-27 11:46:40,T02,2000000,1,CCID7979,CC11,2,2,M0750,CTY06,CTY06-023,EDC3676,LEDC4675,OEDC0167,787099.22,7000000,22200,1.72,0
TX04357,FALSE,2018-06-27 11:49:01,T15,500000,1,CCID5561,CC09,2,1,M0001,CTY06,CTY06-181,EDC0357,LEDC2173,OEDC0377,1510000,5899300,15104,3.42,0
TX04358,FALSE,2018-06-27 12:03:04,T15,500000,1,CCID2667,CC11,2,1,M0001,CTY06,CTY06-023,EDC1839,LEDC1198,OEDC0377,2498710,15000000,100000,1.23,0
TX04359,FALSE,2018-06-27 12:03:04,T01,1000000,1,CCID2007,CC11,2,1,M0001,CTY06,CTY06-176,EDC1846,LEDC1182,OEDC0377,1101763.11,10000000,37500,2.19,0
TX04360,FALSE,2018-06-27 12:17:07,T01,1250000,1,CCID0572,CC11,2,1,M0001,CTY06,CTY06-181,EDC3605,LEDC2548,OEDC0377,1141783.4,15844300,25000,3.64,0
TX04362,FALSE,2018-06-27 12:45:13,T14,750000,1,CCID1157,CC00,2,1,M0001,CTY06,CTY06-023,EDC3607,LEDC2593,OEDC0377,941936.49,4900000,50000,1.63,0
TX04365,FALSE,2018-06-27 13:08:38,T08,3250000,1,CCID7879,CC09,2,1,M0001,CTY06,CTY06-004,EDC4691,LEDC3015,OEDC0377,1569376.74,2500000,100000,2.8,0
TX04366,FALSE,2018-06-27 13:27:22,T15,2500000,1,CCID7548,CC08,2,1,M0001,CTY06,CTY06-004,EDC1286,LEDC0538,OEDC0377,1942032.96,19000000,38000,4.93,0
TX04367,FALSE,2018-06-27 13:36:44,T01,1250000,1,CCID2164,CC05,2,1,M0001,CTY06,CTY06-181,EDC4078,LEDC5635,OEDC0377,1872937.5,18000000,25000,4.56,0
TX04368,FALSE,2018-06-27 13:36:44,T01,1400000,1,CCID1045,CC08,2,1,M0001,CTY06,CTY06-181,EDC4075,LEDC5635,OEDC0377,3966382.51,54659000,34000,6.3,0
TX04369,FALSE,2018-06-27 13:39:04,T15,1000000,1,CCID0011,CC08,2,1,M0001,CTY06,CTY06-077,EDC3960,LEDC5429,OEDC0377,1597288.93,9785500,21900,2.91,0
TX04371,FALSE,2018-06-27 13:48:26,T01,500000,1,CCID1107,CC11,2,1,M0001,CTY06,CTY06-181,EDC1080,LEDC0352,OEDC0377,522467.03,3635753,50000,1.98,0
TX04372,FALSE,2018-06-27 13:50:47,T02,550000,1,CCID6142,CC09,2,2,M0172,CTY06,CTY06-035,EDC3178,LEDC4738,OEDC1576,306957.12,1400000,50600,1.19,0
TX04374,FALSE,2018-06-27 16:06:36,T06,750000,1,CCID1700,CC00,1,5,M0001,CTY06,CTY06-023,EDC0002,LEDC3979,OEDC0875,632142.86,2500000,14814,1.56,0
TX04375,FALSE,2018-06-27 16:06:36,T01,1000000,1,CCID6572,CC04,2,1,M0001,CTY06,CTY06-023,EDC3867,LEDC5340,OEDC0377,1500000,2500000,100000,2.5,0
TX04376,FALSE,2018-06-27 16:41:43,T01,50000,1,CCID4286,CC11,2,1,M0001,CTY06,CTY06-023,EDC0972,LEDC0190,OEDC0377,716985.71,5000000,50000,1.94,0
TX04377,FALSE,2018-06-27 16:48:45,T02,171500,1,CCID4966,CC10,2,2,M0041,CTY06,CTY06-096,EDC5230,LEDC4399,OEDC1091,66666.67,200000,50000,1.47,1
TX04379,FALSE,2018-06-27 16:48:45,T08,1860000,1,CCID8046,CC08,2,1,M0001,CTY06,CTY06-133,EDC0701,LEDC3695,OEDC0377,3675077.84,25000000,30000,4.2,0
TX04380,FALSE,2018-06-27 16:48:45,T02,95600,1,CCID4319,CC08,2,2,M1004,CTY06,CTY06-004,EDC4138,LEDC4858,OEDC1092,1165401.27,20200000,15000,3.02,0
TX04381,FALSE,2018-06-27 16:48:45,T02,74712,1,CCID4093,CC11,2,2,M1022,CTY06,CTY06-005,EDC3564,LEDC4929,OEDC1067,692437.6,7094000,18600,1.89,0
TX04382,FALSE,2018-06-27 17:02:48,T06,200000,1,CCID4249,CC09,1,5,M0001,CTY06,CTY06-191,EDC0002,LEDC0161,OEDC0146,907081.44,3600000,34500,2.24,0
TX04383,FALSE,2018-06-27 17:02:48,T15,100000,1,CCID1422,CC11,2,1,M0001,CTY06,CTY06-112,EDC0026,LEDC0030,OEDC0377,453054.96,2500000,10000,1.6,1
TX04384,FALSE,2018-06-27 17:16:51,T06,250000,1,CCID8058,CC10,1,5,M0001,CTY06,CTY06-023,EDC0002,LEDC5189,OEDC0850,129289,600000,15000,1.73,1
TX04385,FALSE,2018-06-27 17:16:51,T06,100000,1,CCID8759,CC10,1,5,M0001,CTY06,CTY06-067,EDC0002,LEDC3685,OEDC0886,265909.09,1400000,50000,1.43,0
TX04386,FALSE,2018-06-27 17:40:16,T01,2500000,1,CCID1445,CC00,2,1,M0001,CTY06,CTY06-023,EDC0606,LEDC3352,OEDC0377,757382.29,7000000,11000,2.79,0
TX04388,FALSE,2018-06-27 20:54:37,T14,850000,1,CCID7749,CC02,2,1,M0001,CTY06,CTY06-023,EDC2611,LEDC1837,OEDC0377,1286134.93,7500000,25000,3.7,0
TX04389,FALSE,2018-06-27 20:54:37,T08,1715000,1,CCID5410,CC08,2,1,M0001,CTY06,CTY06-023,EDC2024,LEDC1280,OEDC0377,2346827.89,40000000,75000,1.79,0
TX04390,FALSE,2018-06-27 20:54:37,T08,6000000,1,CCID4617,CC11,2,1,M0001,CTY06,CTY06-013,EDC2352,LEDC1646,OEDC0377,1214624.7,2500000,200000,1.6,0
TX04391,FALSE,2018-06-27 21:06:20,T15,1000000,1,CCID6636,CC00,2,1,M0001,CTY06,CTY06-072,EDC0033,LEDC2021,OEDC0377,1548300,6000000,84378,1.76,0
TX04392,FALSE,2018-06-27 21:08:40,T06,300000,1,CCID6931,CC10,1,5,M0001,CTY06,CTY06-112,EDC0002,LEDC1009,OEDC0967,719310.25,2500000,26800,1.44,1
TX04393,FALSE,2018-06-27 21:08:40,T06,300000,1,CCID7761,CC09,1,5,M0001,CTY06,CTY06-133,EDC0002,LEDC0926,OEDC0869,674371.43,15500000,25000,2.91,0
TX04394,FALSE,2018-06-27 21:15:42,T15,100000,1,CCID8200,CC08,2,1,M0001,CTY06,CTY06-023,EDC3814,LEDC2724,OEDC0377,1005666.71,28000000,50000,2.5,0
TX04396,FALSE,2018-06-27 21:15:42,T15,300000,1,CCID2467,CC09,2,1,M0001,CTY06,CTY06-133,EDC3802,LEDC2799,OEDC0377,799778.85,4500000,25000,1.5,0
TX04397,FALSE,2018-06-27 21:22:43,T08,500000,1,CCID2821,CC00,2,1,M0001,CTY06,CTY06-023,EDC2973,LEDC2213,OEDC0377,645719.54,10291000,25000,2.9,0
TX04398,FALSE,2018-06-27 21:22:43,T08,1000000,1,CCID6434,CC09,2,1,M0001,CTY06,CTY06-023,EDC2863,LEDC2101,OEDC0377,502777.78,2500000,55900,1.69,0
TX04399,FALSE,2018-06-27 21:43:48,T08,309933,1,CCID2796,CC00,2,1,M0001,CTY06,CTY06-179,EDC1195,LEDC0437,OEDC0377,1178979.09,7000000,100000,2.31,0
TX04400,FALSE,2018-06-27 21:43:48,T14,275000,1,CCID3547,CC10,2,1,M0001,CTY06,CTY06-023,EDC1537,LEDC0806,OEDC0377,359781.25,2000000,10000,1.7,0
TX04401,FALSE,2018-06-27 21:48:29,T14,500000,1,CCID7944,CC05,2,1,M0001,CTY06,CTY06-133,EDC2043,LEDC1258,OEDC0377,1025956.82,2500000,100000,2.12,0
TX04402,FALSE,2018-06-27 23:36:12,T15,100000,1,CCID6633,CC12,2,1,M0001,CTY06,CTY06-129,EDC1869,LEDC1193,OEDC0377,276000,2300000,40000,1.53,0
TX04403,FALSE,2018-06-27 23:36:12,T01,300000,1,CCID8287,CC11,2,1,M0001,CTY06,CTY06-121,EDC1107,LEDC0361,OEDC0377,1757067.97,9500000,100000,1.75,0
